AnoParalisacao,DataParalisacao,TipoEnte,Ente,Nome,FuncaoGoverno,NumeroContrato,CNPJContratada,NomeContratada,TipoUnidade,ValorTotalContrato,ValorPagoObra,TempoParalizacao,MotivoParalisacao,DataInicioObra,StatusContrato,ClassificacaoObra,FontePrincipalRecursos,TipoParalisacao,DataUltimaAtualizacao,fonte
2022,2022-11-01T00:00:00.000,Municipal,ANGRA DOS REIS,PREFEITURA ANGRA DOS REIS,SAÚDE,082/2022,20346218000100,MAYRINK E RASCHUENDORFER CONSTRUÇÕES E REPAROS EM GERAL,PREFEITURA,207058.37,168046.07,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2022-06-01T00:00:00.000,VIGENTE,"SAÚDE (HOSPITAIS, POSTOS DE SAÚDE, UBS, CAPS E SIMILARES)",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-12-01T00:00:00.000,Municipal,DUQUE DE CAXIAS,PREFEITURA DUQUE DE CAXIAS,SAÚDE,05304/2022,27113682000103,VITAL MESTRES CONSTRUÇÃO E MANUTEÇÃO PREDIAL LTDA,PREFEITURA,2739132.7,834479.7,ACIMA DE 2 ANOS,OUTRO,2022-10-01T00:00:00.000,VIGENTE,"SAÚDE (HOSPITAIS, POSTOS DE SAÚDE, UBS, CAPS E SIMILARES)",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-12-01T00:00:00.000,Municipal,DUQUE DE CAXIAS,PREFEITURA DUQUE DE CAXIAS,EDUCAÇÃO,05024/2022,32310219000183,CMJL ENGENHARIA E SERVIÇOS LTDA,PREFEITURA,4740552.45,2981431.69,ACIMA DE 2 ANOS,OUTRO,2022-05-01T00:00:00.000,VIGENTE,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-12-01T00:00:00.000,Municipal,DUQUE DE CAXIAS,PREFEITURA DUQUE DE CAXIAS,SEGURANÇA PÚBLICA,05032/2022,34551839000130,DRV ENGENHARIA,PREFEITURA,2562966.1,2491429.02,ACIMA DE 2 ANOS,OUTRO,2022-08-01T00:00:00.000,VIGENTE,INFRAESTRUTURA URBANA – URBANIZAÇÃO,PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-09-01T00:00:00.000,Municipal,DUQUE DE CAXIAS,PREFEITURA DUQUE DE CAXIAS,EDUCAÇÃO,050072022,00615133000172,CINÉTICA INFRAESTRUTURA E  CONSTRUÇÕES LTDA,PREFEITURA,13577694.69,2445503.52,ACIMA DE 2 ANOS,OUTRO,2022-03-01T00:00:00.000,VIGENTE,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-09-01T00:00:00.000,Municipal,DUQUE DE CAXIAS,PREFEITURA DUQUE DE CAXIAS,SAÚDE,050272021,00218105000111,JESBAN SERVIÇOS DE CONSTRUÇÕES LTDA,PREFEITURA,6921143.8,6625559.78,ACIMA DE 2 ANOS,OUTRO,2021-12-01T00:00:00.000,VIGENTE,"SAÚDE (HOSPITAIS, POSTOS DE SAÚDE, UBS, CAPS E SIMILARES)",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-10-01T00:00:00.000,Municipal,DUQUE DE CAXIAS,PREFEITURA DUQUE DE CAXIAS,TRANSPORTE,050172021,29152196000111,PREMAG - SISTEMA DE CONSTRUÇÕES LTDA,PREFEITURA,2510352.96,2287632.95,ACIMA DE 2 ANOS,OUTRO,2021-09-01T00:00:00.000,VIGENTE,"MOBILIDADE URBANA – PONTES, VIADUTOS E SIMILARES",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-08-01T00:00:00.000,Municipal,NITEROI,PREFEITURA NITEROI,URBANISMO,044/2022,30598395000137,CONTECK COM. E SERV. DE INSTALAÇÃO DE EQUIPAMENTOS EIRELI,PREFEITURA,307681.55,0.01,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2022-07-01T00:00:00.000,PRAZO EXPIRADO,INFRAESTRUTURA URBANA – URBANIZAÇÃO,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-10-01T00:00:00.000,Municipal,NITEROI,PREFEITURA NITEROI,URBANISMO,0036/2020,23649800000133,EDIFIX MANUTENÇÃO CIVIL E CONSERVAÇÃO EIRELI ME,PREFEITURA,363882.86,357234.6,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2020-07-01T00:00:00.000,VIGENTE,ENERGIA – DISTRIBUIÇÃO (REDE INTERNA URBANA E SIMILARES),PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-08-01T00:00:00.000,Municipal,MACAE,PREFEITURA MACAE,SEGURANÇA PÚBLICA,026/2022,26518883000110,ELLO SOLUÇÕES EMPRESARIAIS EIRELI - ME,PREFEITURA,356105.21,115143.46,ACIMA DE 2 ANOS,OUTRO,2022-06-01T00:00:00.000,VIGENTE,EDIFICAÇÕES ADMINISTRATIVAS DIVERSAS,PRÓPRIO DO ENTE,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-12-01T00:00:00.000,Municipal,TERESOPOLIS,PREFEITURA TERESOPOLIS,EDUCAÇÃO,022.04.22,05615339000116,Econstrur Construções Eirelli,PREFEITURA,1967667.75,264270.98,ACIMA DE 2 ANOS,DESCUMPRIMENTO DE ESPECIFICAÇÕES TÉCNICAS E PRAZOS,2022-05-01T00:00:00.000,RESCINDIDO,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-12-01T00:00:00.000,Municipal,TERESOPOLIS,PREFEITURA TERESOPOLIS,SEGURANÇA PÚBLICA,052.08.22,05615339000116,Econstrur Construções Eirelli,PREFEITURA,689898.04,95660.02,ACIMA DE 2 ANOS,QUESTÕES TÉCNICAS QUE VIERAM A SER CONHECIDAS SOMENTE APÓS A LICITAÇÃO,2022-09-01T00:00:00.000,RESCINDIDO,EDIFICAÇÕES ADMINISTRATIVAS DIVERSAS,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-11-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,EDUCAÇÃO,20/SMO/21,11143404000150,PROJAM CONSTRUÇÕES E PROJETOS LTDA,PREFEITURA,1629428.02,760469.53,ACIMA DE 2 ANOS,FATORES VINCULADOS À CONTRATADA,2021-06-01T00:00:00.000,VIGENTE,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES, EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-07-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,URBANISMO,11/SMO/22,04110184000101,RBV CONSTRUTORA LTDA - EPP,PREFEITURA,1005970.36,405604.1,ACIMA DE 2 ANOS,SOLICITAÇÃO DE REAJUSTE OU REEQUILÍBRIO,2022-03-01T00:00:00.000,VIGENTE,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-06-01T00:00:00.000,Municipal,ITATIAIA,PREFEITURA ITATIAIA,DESPORTO E LAZER,23/2022,04595063000199,Contatto Engenharia e Construções - Eireli,PREFEITURA,423396.74,73520.27,ACIMA DE 2 ANOS,"IRREGULARIDADES NOS PREÇOS E SERVIÇOS CONTRATADOS, PROJETO BÁSICO/EXECUTIVO DEFICIENTE",2022-03-01T00:00:00.000,VIGENTE,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-04-01T00:00:00.000,Municipal,SAPUCAIA,PREFEITURA SAPUCAIA,DESPORTO E LAZER,028/2020,01995089000136,CLAER DO BRASIL CONSTRUCOES E REFORMAS EIRELI,PREFEITURA,368558.19,164997.94,ACIMA DE 2 ANOS,"PENDÊNCIAS COM CAIXA ECONÔMICA OU SIMILARES, SOLICITAÇÃO DE REAJUSTE OU REEQUILÍBRIO, OUTRO",2020-08-01T00:00:00.000,VIGENTE,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",CONVÊNIO FEDERAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-09-01T00:00:00.000,Municipal,ANGRA DOS REIS,PREFEITURA ANGRA DOS REIS,EDUCAÇÃO,118/2022,09005255000111,ABADE FRANCO CONSTRUÇÃO CIVIL EIRELI,PREFEITURA,644073.83,42565.26,ACIMA DE 2 ANOS,OUTRO,2022-07-01T00:00:00.000,VIGENTE,EDUCAÇÃO – QUADRAS EM UNIDADES DE ENSINO,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-01-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,SANEAMENTO,73/SMO/21,10948807000104,SAGA CONSTRUTORA EIRELI,PREFEITURA,13072373.33,556944.39,ACIMA DE 2 ANOS,QUESTÕES TÉCNICAS QUE VIERAM A SER CONHECIDAS SOMENTE APÓS A LICITAÇÃO,2021-11-01T00:00:00.000,VIGENTE,SANEAMENTO,PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-06-01T00:00:00.000,Municipal,QUISSAMA,PREFEITURA QUISSAMA,EDUCAÇÃO,58/2022,03080028000174,PFMP – CONSTRUTORA LTDA,PREFEITURA,804600.51,112219.86,ACIMA DE 2 ANOS,OUTRO,2022-05-01T00:00:00.000,VIGENTE,EDIFICAÇÕES ADMINISTRATIVAS DIVERSAS,PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-07-01T00:00:00.000,Municipal,ARRAIAL DO CABO,PREFEITURA ARRAIAL DO CABO,DESPORTO E LAZER,081/2021,22460809000139,KEEFRIO SERVIÇOS DE CONSTRUÇÃO E ENERGIAS RENOVÁVEIS LTDA,PREFEITURA,172835.06,124574.13,ACIMA DE 2 ANOS,"DESCUMPRIMENTO DE ESPECIFICAÇÕES TÉCNICAS E PRAZOS, FATORES VINCULADOS À CONTRATADA",2021-11-01T00:00:00.000,RESCINDIDO,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",CONVÊNIO FEDERAL,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-08-01T00:00:00.000,Municipal,ANGRA DOS REIS,PREFEITURA ANGRA DOS REIS,SAÚDE,039/2020,39164546000113,CONTRATE DE ANGRA CONSTRUÇÕES LTDA,PREFEITURA,1491582.19,957864.98,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2020-07-01T00:00:00.000,VIGENTE,"SAÚDE (HOSPITAIS, POSTOS DE SAÚDE, UBS, CAPS E SIMILARES)",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-03-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,SANEAMENTO,102/SMO/21,10948807000104,SAGA CONSTRUTORA EIRELI,PREFEITURA,5462313.05,569427.43,ACIMA DE 2 ANOS,QUESTÕES TÉCNICAS QUE VIERAM A SER CONHECIDAS SOMENTE APÓS A LICITAÇÃO,2022-01-01T00:00:00.000,VIGENTE,SANEAMENTO,PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-09-01T00:00:00.000,Municipal,ANGRA DOS REIS,PREFEITURA ANGRA DOS REIS,EDUCAÇÃO,065/2022,21774597000100,"ARBORIUM SOLUÇÕES AMBIENTAIS E SERVIÇOS LTDA,",PREFEITURA,777303.15,70337.09,ACIMA DE 2 ANOS,PROJETO BÁSICO/EXECUTIVO DEFICIENTE,2022-05-01T00:00:00.000,VIGENTE,EDUCAÇÃO – QUADRAS EM UNIDADES DE ENSINO,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-07-01T00:00:00.000,Municipal,ANGRA DOS REIS,PREFEITURA ANGRA DOS REIS,EDUCAÇÃO,101/2022,09005255000111,ABADE FRANCO CONSTRUÇÃO CIVIL LTDA-ME,PREFEITURA,715992.07,0.01,ACIMA DE 2 ANOS,QUESTÕES TÉCNICAS QUE VIERAM A SER CONHECIDAS SOMENTE APÓS A LICITAÇÃO,2022-06-01T00:00:00.000,VIGENTE,EDUCAÇÃO – QUADRAS EM UNIDADES DE ENSINO,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-06-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,TRANSPORTE,56/SMO/22,22888990000189,FAB MIX CONCRETOS LTDA,PREFEITURA,531634.62,0.01,ACIMA DE 2 ANOS,FATORES VINCULADOS À CONTRATADA,2022-06-01T00:00:00.000,VIGENTE,INFRAESTRUTURA URBANA – URBANIZAÇÃO,PRÓPRIO DO ENTE,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-06-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,TRANSPORTE,67/SMO/22,22888990000189,FAB MIX CONCRETOS LTDA,PREFEITURA,508985.62,0.01,ACIMA DE 2 ANOS,FATORES VINCULADOS À CONTRATADA,2022-06-01T00:00:00.000,VIGENTE,INFRAESTRUTURA URBANA – URBANIZAÇÃO,PRÓPRIO DO ENTE,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-08-01T00:00:00.000,Municipal,ANGRA DOS REIS,PREFEITURA ANGRA DOS REIS,EDUCAÇÃO,066/2022,21774597000100,ARBORIUM SOLUÇÕES AMBIENTAIS E SERVIÇOS LTDA,PREFEITURA,583914.57,42113.41,ACIMA DE 2 ANOS,QUESTÕES TÉCNICAS QUE VIERAM A SER CONHECIDAS SOMENTE APÓS A LICITAÇÃO,2022-05-01T00:00:00.000,VIGENTE,EDUCAÇÃO – QUADRAS EM UNIDADES DE ENSINO,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-05-01T00:00:00.000,Municipal,ANGRA DOS REIS,PREFEITURA ANGRA DOS REIS,EDUCAÇÃO,016/2020,09426728000154,ACLIVE CONSTRUÇÕES LTDA,PREFEITURA,4312744.94,3610042.03,ACIMA DE 2 ANOS,SOLICITAÇÃO DE REAJUSTE OU REEQUILÍBRIO,2020-06-01T00:00:00.000,VIGENTE,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-06-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,SANEAMENTO,100/SMO/21,13970717000108,"CONSTRUTEC - MANUTENÇÃO, CONSTRUÇÃO E REFORMAS",PREFEITURA,3889779.34,2825072.54,ACIMA DE 2 ANOS,CASO FORTUITO OU FORÇA MAIOR,2021-12-01T00:00:00.000,VIGENTE,SANEAMENTO,PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-02-01T00:00:00.000,Municipal,QUISSAMA,PREFEITURA QUISSAMA,EDUCAÇÃO,151/2021,10970850000176,ADEMACK EMPREENDIMENTOS COMERCIAIS E SERVIÇOIS EIRELI,PREFEITURA,615904.63,157652.44,ACIMA DE 2 ANOS,CASO FORTUITO OU FORÇA MAIOR,2021-09-01T00:00:00.000,VIGENTE,EDIFICAÇÕES ADMINISTRATIVAS DIVERSAS,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-06-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,URBANISMO,109/SMO/21,12647362000158,OMEGA CONSTRUTORA E SERVICOS LTDA,PREFEITURA,2322867.01,1627549.6,ACIMA DE 2 ANOS,CASO FORTUITO OU FORÇA MAIOR,2022-02-01T00:00:00.000,VIGENTE,INFRAESTRUTURA URBANA – URBANIZAÇÃO,PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-06-01T00:00:00.000,Municipal,ARRAIAL DO CABO,PREFEITURA ARRAIAL DO CABO,URBANISMO,173/2022,20376469000137,CCX Construções e Serviços EIRELI EPP,PREFEITURA,1128173.71,0.01,ACIMA DE 2 ANOS,"DESCUMPRIMENTO DE ESPECIFICAÇÕES TÉCNICAS E PRAZOS, FATORES VINCULADOS AO MEIO AMBIENTE, QUESTÕES TÉCNICAS QUE VIERAM A SER CONHECIDAS SOMENTE APÓS A LICITAÇÃO",2022-05-01T00:00:00.000,RESCINDIDO,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",PRÓPRIO DO ENTE,OUTRO,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-03-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,DESPORTO E LAZER,12/SMO/22,04110184000101,RBV CONSTRUTORA LTDA - EPP,PREFEITURA,418218.12,0.01,ACIMA DE 2 ANOS,PENDÊNCIAS COM DESAPROPRIAÇÕES,2022-03-01T00:00:00.000,VIGENTE,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-07-01T00:00:00.000,Municipal,ANGRA DOS REIS,PREFEITURA ANGRA DOS REIS,URBANISMO,056/2020,14595252000115,aliança construções e empreendimentos eireli,PREFEITURA,220428.36,167690.4,ACIMA DE 2 ANOS,QUESTÕES TÉCNICAS QUE VIERAM A SER CONHECIDAS SOMENTE APÓS A LICITAÇÃO,2021-10-01T00:00:00.000,VIGENTE,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",CONVÊNIO FEDERAL,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-06-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,EDUCAÇÃO,92/SMO/21,02440012000162,CD Empreendimentos e Construções LTDA,PREFEITURA,738694.11,593359.89,ACIMA DE 2 ANOS,CASO FORTUITO OU FORÇA MAIOR,2021-12-01T00:00:00.000,VIGENTE,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-03-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,EDUCAÇÃO,88/SMO/21,00227081000167,MONTSERV SERVIÇOS INDUSTRIAIS EIRELI,PREFEITURA,3484778.11,238672.73,ACIMA DE 2 ANOS,FATORES VINCULADOS À CONTRATADA,2021-11-01T00:00:00.000,VIGENTE,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-04-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,DESPORTO E LAZER,04/SMO/22,10948807000104,SAGA CONSTRUTORA EIRELI,PREFEITURA,2733862.39,416299.46,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2022-01-01T00:00:00.000,VIGENTE,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-04-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,SANEAMENTO,95/SMO/21,13970717000108,"CONSTRUTEC - MANUTENÇÃO, CONSTRUÇÃO E REFORMAS",PREFEITURA,10962863.31,4305212.7,ACIMA DE 2 ANOS,FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS,2021-11-01T00:00:00.000,VIGENTE,SANEAMENTO,PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-09-01T00:00:00.000,Municipal,ANGRA DOS REIS,PREFEITURA ANGRA DOS REIS,URBANISMO,085/2022,31692608000158,HILLS CONSTRUTORA LTDA,PREFEITURA,352372.28,222840.59,ACIMA DE 2 ANOS,FATORES VINCULADOS AO MEIO AMBIENTE,2022-06-01T00:00:00.000,VIGENTE,INFRAESTRUTURA URBANA – URBANIZAÇÃO,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-09-01T00:00:00.000,Municipal,ANGRA DOS REIS,PREFEITURA ANGRA DOS REIS,EDUCAÇÃO,070/2022,31692608000158,HILLS CONSTRUTORA LTDA,PREFEITURA,104099.17,43060.57,ACIMA DE 2 ANOS,"FATORES VINCULADOS À GESTÃO/ADMINISTRATIVOS, OUTRO",2022-05-01T00:00:00.000,VIGENTE,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-08-01T00:00:00.000,Municipal,ANGRA DOS REIS,PREFEITURA ANGRA DOS REIS,URBANISMO,107/2022,24287027000175,CONSTRUTORA SAW LTDA,PREFEITURA,210586.24,116564.01,ACIMA DE 2 ANOS,QUESTÕES TÉCNICAS QUE VIERAM A SER CONHECIDAS SOMENTE APÓS A LICITAÇÃO,2022-07-01T00:00:00.000,VIGENTE,"INFRAESTRUTURA URBANA – URBANIZAÇÃO, MOBILIDADE URBANA – VIAS URBANAS",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-08-01T00:00:00.000,Municipal,DUQUE DE CAXIAS,PREFEITURA DUQUE DE CAXIAS,SEGURANÇA PÚBLICA,050262022,31692608000158,HILLS CONSTRUTORA LTDA.,PREFEITURA,1589022.68,1093449.15,ACIMA DE 2 ANOS,CONTINGENCIAMENTO DE RECURSOS PRÓPRIOS,2022-05-01T00:00:00.000,VIGENTE,PREVENÇÃO EM ÁREAS DE RISCO,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-05-01T00:00:00.000,Municipal,ANGRA DOS REIS,PREFEITURA ANGRA DOS REIS,GESTÃO AMBIENTAL,069/2022,14595252000115,ALIANÇA CONSTRUÇÕES E EMPREENDIMENTOS EIRELI,PREFEITURA,65094.57,0.01,ACIMA DE 2 ANOS,FATORES VINCULADOS AO MEIO AMBIENTE,2022-05-01T00:00:00.000,VIGENTE,INFRAESTRUTURA URBANA – URBANIZAÇÃO,PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-06-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,SANEAMENTO,03/SMO/15,10547330000155,HIDRA ENGENHARIA E SANEAMENTO LTDA,PREFEITURA,36176037.47,30040228.37,ACIMA DE 2 ANOS,FATORES VINCULADOS À CONTRATADA,2015-05-01T00:00:00.000,VIGENTE,SANEAMENTO,CONVÊNIO FEDERAL,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-06-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,ADMINISTRAÇÃO,64/SMO/22,40430472000107,J AZEVEDO ENGENHARIA EIRELI,PREFEITURA,431942.98,0.01,ACIMA DE 2 ANOS,FATORES VINCULADOS À CONTRATADA,2022-06-01T00:00:00.000,VIGENTE,SANEAMENTO,PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-08-01T00:00:00.000,Municipal,ANGRA DOS REIS,PREFEITURA ANGRA DOS REIS,EDUCAÇÃO,071/2019,09005255000111,ABADE FRANCO CONSTRUÇÃO CIVIL LTDA-ME,PREFEITURA,2410669.96,327170.76,ACIMA DE 2 ANOS,SOLICITAÇÃO DE REAJUSTE OU REEQUILÍBRIO,2019-07-01T00:00:00.000,VIGENTE,"EDUCAÇÃO – UNIVERSIDADES, FACULDADES, ESCOLAS E SIMILARES",PRÓPRIO DO ENTE,DETERMINADA PELO GESTOR RESPONSÁVEL,2026-06-04T00:30:44.000,obras_paralisadas
2022,2022-03-01T00:00:00.000,Municipal,BELFORD ROXO,PREFEITURA BELFORD ROXO,DESPORTO E LAZER,05/SMO/22,13970717000108,"CONSTRUTEC - MANUTENÇÃO, CONSTRUÇÃO E REFORMAS",PREFEITURA,330445.07,60627.92,ACIMA DE 2 ANOS,OUTRO,2022-02-01T00:00:00.000,VIGENTE,"EQUIPAMENTOS URBANOS (PRAÇAS, QUADRAS E SIMILARES)",PRÓPRIO DO ENTE,ORDEM DE PARALISAÇÃO NÃO LOCALIZADA,2026-06-04T00:30:44.000,obras_paralisadas
